X,Y,osm_id,amenity,name,brand,addr:housenumber,operator,construction,shop,addr:housename,leisure,layer,sport,historic,building,website,cuisine,brand:wikidata,brand:wikipedia,wheelchair,toilets:wheelchair,level,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,llbo,addr:province,addr:country,name:en,contact:facebook,alt_name,wheelchair:description,diet:halal,microbrewery,diet:vegan,diet:gluten_free,addr:unit,internet_access,short_name,Payments,year,cater,name:ko,drinking_water,internet_access:fee,drink,catering,addr:floor,old_name,indoor_seating,name_1,name:ar,drive_through,cuisine_1,cuisine_2,official_name,hst_number,payment:interac,payment:discover_card,facebook,name:ru,diet:vegetarian,air_conditioning,diet,addr:hamlet,eat_in,name:fr,dine_in,wifi,opendata:type,type,name:it,payment:bitcoin,atm,stars:system,stars,diet:pescetarian,diet:meat,bar,reservation,unit,addr:building,source_1,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,dog,name:vi,stars:date,payment:coins,payment:coinkite,url,fax,opening_hours:url,entrance,est_date,name:zh,take_out,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,vacant,floor,FIXME,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,valet,parking,store_name,opening_hours:signed,seating,barbecue,self_service,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.3195231,43.673069,5090693668,restaurant,JP Restaurant,,,,,,,,,,,,,american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3191932,43.6732417,5090693672,restaurant,Robin's Pizza & Wings,,,,,,,,,,,,,"pizza;chicken",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3115982,43.680264,474885698,restaurant,Beach Hill Restaurant,,1917,,,,Beach Hill Restaurant,,,,,,,Alternative_healthy_meals,,,,,,,,,Toronto,,M4L 2C2,,,permanently closed,,,,,,,,,Gerrard Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3040909,43.6771027,1402601591,restaurant,Star of Kingston,,452,,,,,,,,,,,,,,,,,,,,Toronto,,M4L 1V3,,,,,,,,,,,,Kingston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2992618,43.670322,5457410121,restaurant,Amma Roti House,,2014,,,,,,,,,,,,,,yes,,,,,,Toronto,,,,,,,,+1-416-944-1944,,,,,,Queen Street East,,,,,,,StopGap ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2990932,43.6703764,3999424722,restaurant,Hero Certified Burger,,2018,,,,,,,,,,https://heroburgers.com/,burger,,,,,,,,,,,,,,,,,,,yes,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2971094,43.6708161,1286326418,restaurant,Pizza Hut,Pizza Hut,2070,Yum! Brands,,,,,,,,,,pizza,Q191615,en:Pizza Hut,,,,,,,Toronto,,,,,,,,+1-416-693-2555,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2966736,43.670933,3999406657,restaurant,Gabby's,,2076,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,no,,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2895966,43.6720695,5760922420,restaurant,Veloute Bistro,,2343,,,,,,,,,,https://www.veloute.ca/,,,,,,,,,,,,,French Cuisine,,,,,+1-416-696-7392,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2883224,43.6726356,4373039263,restaurant,Corks & Plates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2881295,43.6726712,4373039267,restaurant,Hola,,,,,,,,,,,,,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2873579,43.6725678,3307957241,restaurant,Garden Gate,,2379,,,,,,,,,,,chinese,,,,,,,,,Toronto,,M4E 1H5,,,,,,,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7737322,,,,,,The Goof,,,,,,,,,,,,,,,,,
-79.2878315,43.6727404,550880910,restaurant,Outrigger,,2232,,,,,,,,,,,,,,,,,,,,Toronto,,M4E 1E9,,,,,,,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2867452,43.6729546,550879617,restaurant,Genji Sushi,,2250,,,,,,,,,,,sushi,,,,,,,,,Toronto,,M4E 1G2,,,,,,,,,,,,Queen Street East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2850803,43.6805897,5446327821,restaurant,No Bull Burgers,,1019,,,,,,,,,,,,,,yes,,,,,,Toronto,,,,,,,,+1-416-698-8131,,,,,,Kingston Road,,,,,,,StopGap ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.440206,43.6921321,6550503670,restaurant,Canadian Caribbean Restaurant,,,,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4504082,43.6955219,7439442679,restaurant,Eglinton Fast Food,,1837,,,,,,,,,,,,,,,,,,,,York,,M6E 2J3,,,,,,,,,,,,Eglinton Avenue West,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4510846,43.6969506,6549657702,restaurant,Tonkin,,2404,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,Dufferin Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4479821,43.6960248,2567219353,restaurant,Blue Nile Bar & Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4489015,43.696141,6549739303,restaurant,Toronto Latino,,,,,,,,,,,,,latin_american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4469554,43.6960755,6549779033,restaurant,High Life Restaurant,,,,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4465856,43.6966873,6549810531,restaurant,Rincon de la Boca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4462208,43.6967689,6549810536,restaurant,Ubelicious,,,,,,,,,,,,,uzbek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4458882,43.6968384,6549810539,restaurant,Roti King,,,,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4447907,43.6967093,6549810546,restaurant,Sankofa Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4448686,43.69701,6549810555,restaurant,Ming City,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4424332,43.6968893,6550466754,restaurant,One Stop Restaurant,,,,,,,,,,,,,jamaican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4515148,43.6982365,6549657694,restaurant,Express Thai Cuisine,,2440,,,,,,,,,,,thai,,,,,,,,,York,,,,,,,,,,,,,,Dufferin Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4515281,43.6982812,6549657693,restaurant,Ocean Grill Restaurant,,,,,,,,,,,,,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.451567,43.6984655,6549657689,restaurant,Yum Yum Restaurant,,,,,,,,,,,,,jamaican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4519399,43.7005343,854107987,restaurant,California Sandwiches,,,,,,,,,,,,,sandwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4514465,43.7009767,6549572230,restaurant,Toronto Pho,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4318648,43.6998507,7364326916,restaurant,Jacobs Food Company,,1100,,,,,,,,,,,,,,,,,,,,Toronto,,M6C 2E2,,,,,,,,,,,,Eglinton Avenue West,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.431721,43.6997817,560645797,restaurant,Sala Thai Restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4250643,43.6816589,7376876376,restaurant,Cocoa Latte,,671,,,,,,,,,,https://www.cocoalatte.ca/,"coffee_shop;ice_cream;sandwiches;salad;soup",,,,,,,,,Toronto,,,,yes,,,,416-792-8696,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4238943,43.6821924,5473747922,restaurant,Sea Witch Fish and Chips,,636,,,,,,,,,,http://www.seawitchfc.com,,,,yes,,,,,,Toronto,,M6C 1A9,,,,,,+1-647-349-4824,,,,,,St. Clair Avenue West,,,,,,,StopGap ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4238281,43.6822508,2570590328,restaurant,THAI,,,,,,,,,,,,,vietnamese,,,,,,,,,,,,,,,,,,,,,,,,,,,green pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.422189,43.6825598,2814052301,restaurant,Da-Maria Ristorante,,,,,,,,,,,,,pizza,,,,,,,,,,,,,,,,,+1-416-653-1043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4188337,43.6819988,6550513538,restaurant,N&S Quick Stop,,,,,,,,,,,,,caribbean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4198609,43.6825101,1286666366,restaurant,Taste of Thai House,,62,,,,,,,,,,,,,,,,,,,,Toronto,,M6G 2N4,,,,,,+1-416-652-0200,,,,,,Vaughan Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849457940RT001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.412689,43.688918,1231698315,restaurant,Sotto In The Village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4127698,43.6892325,3818769645,restaurant,Sofra,,431,,,,,,,,,,,mediterranean,,,,,,,,,Toronto,,M5P 2W3,,,10:00-22:00,,no,,,yes,no,,,Spadina Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.429269,43.7000079,2080735765,restaurant,Spring China House,,961,,,,,,,,,,,chinese,,,,,,,,,Toronto,,M6C 2C4,,,"Mo-Th 11:30-22:00; Fr-Sa 11:30-22:30; Su 16:00-22:00",,,+1-416-780-0400,,,,,,Eglinton Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.426454,43.700875,1208719622,restaurant,House of Chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4137179,43.7035967,5634148125,restaurant,Seven Numbers,,,,,,,,,,,,,,,,yes,no,,,,,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4529494,43.7069054,6549480720,restaurant,Darosa,,,,,,,,,,,,,latin_american,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4424002,43.7061328,3844074955,restaurant,Hot Chiks Rotisserie,,,,,,,,,,,,http://www.hotchiksrotisserie.com/,chicken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4441436,43.7090899,4126684599,restaurant,Miyako Sushi,,,,,,,,,,,,,japanese,,,,,,,,,,,,,,,,,,,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4432571,43.7087302,4126684614,restaurant,Li Cheng,,,,,,,,,,,,,chinese,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.443339,43.7089144,4126684610,restaurant,Tamayan,,,,,,,,,,,,,asian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4438057,43.7094078,4126684608,restaurant,Public Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4471645,43.715173,2883615401,restaurant,The West Wing Bar'n Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4312862,43.720261,1292692946,restaurant,United Bakers Dairy Restaurant,,506,,,,,,,,,,,sandwich,,,no,,,,,,Toronto,,M6A 3B7,,,,,,+1-416-789-0519,,,,,,Lawrence Avenue West,,,,,,,Lots of steps up to entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4161482,43.7231017,5099672032,restaurant,South St. Burger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4015049,43.6879506,2806064801,restaurant,Bistro Five 61,,561,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,+1-416-923-2233,,,,,,Avenue Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.393406,43.685869,1122910379,restaurant,Capocaccia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.393588,43.686223,1375313467,restaurant,Boccone Deli & Pizza Bar,,1384,,,,,,,,,,,,,,,,,,,,Toronto,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.393558,43.686148,1375313829,restaurant,Spiga Ristorante & Pizzeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.393642,43.686406,1375311168,restaurant,Sunny Morning,,1392,,,,,,,,,,http://www.sunnymorning.ca,breakfast,,,,,,,,,,,,,,07:00-15:00,,,+1-416-922-0005,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 star rating,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.393775,43.686749,1375309238,restaurant,Nove Trattoria,,1406,,,,,,,,,,,italian,,,,,,,,,Toronto,,,,,,,,,,,no,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.393719,43.686688,1134640409,restaurant,Churrasco Taste of Algarve,,1404,,,,,,,,,,,churrasco,,,,,,,,,,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.392017,43.682506,1386854559,restaurant,Wylie's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3923253,43.6832608,1191705995,restaurant,Poke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.392563,43.683667,1370434235,restaurant,Golden House Chinese Restaurant,,1280,,,,,,,,,,http://goldenhouserestaurant.com,,,,,,,yes,,,Toronto,,,,,"Mo-Th 11:30-22:00; Fr 11:30-23:00; Sa 16:00-23:00; Su 16:00-22:00",yes,,+1-416-961-2710,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.392107,43.684081,1395445276,restaurant,Brownes Bistro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3949237,43.6877337,2801524258,restaurant,Union Social Eatery,,21A,,,,,,,,,,www.unionsocial.ca,,,,,,,,,,,,,,,,,,,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3947598,43.6877969,2801537806,restaurant,The Sprout Vietnamese Cuisine,,15,,,,,,,,,,,vietnamese,,,,,,,,,Toronto,,,,,,,,,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3940756,43.6875141,1370426780,restaurant,Zelden's Deli and Desserts,,1446,,,,,,,,,,,delicatessen/dessert,,,,,,,,,,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 star rating,7.3,,,,,,,,,,,,,,,,2018-05-13,,,,,,,,,,,,,,,,,,,,,,2017-01,,,,,,,,,,,,,,,,
-79.3946092,43.6878239,2801523961,restaurant,Scallywags,,11,,,,,,,,,,http://www.scallywags.ca/,,,,,,,,,,,,,,,,,,+1-416-922-3737,,,,,,St. Clair Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3936239,43.6873774,1122911716,restaurant,Schnitzel HUB,,1415,,,,,,,,,,,german,,,,,,,,,Toronto,,,,,,,,+1-647-351-5558,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
