X,Y,osm_id,amenity,addr:housenumber,name,brand,operator,shop,addr:housename,layer,sport,historic,building,website,cuisine,payment:mastercard,payment:american_express,capacity,addr:city,payment:cash,addr:postcode,description,outdoor_seating,opening_hours,payment:visa,delivery,phone,payment:debit_cards,takeaway,smoking,payment:credit_cards,email,addr:street,brand:wikidata,brand:wikipedia,llbo,addr:province,addr:country,contact:facebook,wheelchair:description,wheelchair,microbrewery,diet:vegan,diet:gluten_free,addr:unit,name:en,internet_access,diet:halal,Payments,year,name:ko,level,alt_name,internet_access:fee,drink,indoor_seating,name_1,catering,old_name,cuisine_1,cuisine_2,hst_number,payment:interac,payment:discover_card,facebook,name:ru,air_conditioning,diet,diet:vegetarian,addr:hamlet,short_name,dine_in,opendata:type,official_name,type,toilets:wheelchair,payment:bitcoin,diet:pescetarian,diet:meat,bar,stars,reservation,unit,addr:building,source_1,drive_through,gst_number,capacity:indoors,capacity:outdoors,not:name,addr:place,owner,stars:system,name:vi,stars:date,payment:coins,payment:coinkite,name:fr,url,fax,opening_hours:url,entrance,est_date,name:zh,max_occupancy,addr:subdistrict,toilets,toilets:access,wikipedia,wikidata,atm,vacant,floor,brewery,building:levels,wikipedia:en,start_date,store_ref,opening_hours:delivery,parking,store_name,opening_hours:signed,seating,barbecue,halal,int_name,designation,contact:yellowpages,payment:notes,contact:yelp,nudism
-79.3206969,43.6841474,2546385047,restaurant,1690,Lucy Ethiopian Restaurant,,,,,,,,,,international,,,,Toronto,,,,,,,,+1-416-406-0534,,,,,,Danforth Avenue,,,,,,,StopGap ramp,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3189639,43.6841696,409178525,restaurant,1779,Thai One On,,,,,,,,,,thai,,,,,,,,,,,,,,,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3172425,43.6848792,2294209864,restaurant,1870,Melanie's Bistro,,,,,,,,,,,,,,Toronto,,,,,,,,+1-416-422-1870,,,,,,Danforth Avenue,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3147252,43.6854309,5847090591,restaurant,1870,The Ellery Bistro,,,,,,,,,,regional,,,,Toronto,,,,yes,"Mo closed; Tu-We 17:00-21:00; Th-Fr 17:00-22:00; Sa 10:00-14:00,17:00-22:00; Su 10:00-02:00",,,,,,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3108448,43.6862812,2112894611,restaurant,2152,Relish Bar & Grill,,,,,,,,,http://www.relishbarandgrill.com/index.htm,,,,,Toronto,,,,,,,,,,,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3091378,43.6863843,5203438821,restaurant,2231,Hollandaise Diner,,,,,,,,,http://hollandaisediner.com,breakfast,,,,,,M4C 1K4,,,Mo-Su 07:00-15:00,,,+1-647-344-7466,,,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3017656,43.6882975,372478475,restaurant,2556,Sultan Shawarma & Falafel,,,,,,,,,,,,,,Toronto,,,,,"Mo-Th 10:00-24:00, Fr,Sa 10:00-03:00, Su 11:00-24:00",,,,,,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3002663,43.6886684,6425727182,restaurant,2626,Su-Good Chinese Restaurant,,,,,,,,,http://sugoodchineserestaurant.com/,chinese,,,,East York,,M4C 1L7,,,"Tu-Sa 12:00-23:30, Su 12:00-23:00",,yes,+1-416-691-8828,,yes,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2994204,43.6887674,4812131432,restaurant,2658,Poonam Delight,,,,,,,,,,indian,,,,Toronto,,,,,,,,+1-416-690-7406,,,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,
-79.3158048,43.6932383,369890181,restaurant,1239,The Rib House,,,,,,,,,,ribs,,,,East York,,,,,,,,,,,,,,Woodbine Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3157307,43.6930144,369890182,restaurant,1235,Thai Wok Restaurant,,,,,,,,,,thai,,,,East York,,,,,,,,,,,,,,Woodbine Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2899967,43.6909782,3460774365,restaurant,3030,Red Hot Tandoori,,,,,,,,,,tandoori,,,,Toronto,,,,,,,yes,,,yes,,,,Danforth Avenue,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,
-79.3128343,43.7057105,1925678684,restaurant,804,Jawny Bakers,,,,,,,,,https://www.jawnybakers.com/,american,,,,East York,,,,,,,,+1-416-285-1165,,,,,,O'Connor Drive,,,,,,,Front door not automated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3068763,43.7064262,7057038985,restaurant,219,Tata Hot Sauce Emporium,,,,,,,,,http://tatahotsauce.com,,,,,,,M4B 2N7,,,"Sa 12:00-17:00; Mo-Th 12:00-18:00; Fr 12:00-19:00",,,+1-647-444-7685,,,,,,Rexleigh Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3122889,43.7154651,6644710048,restaurant,20,Mary's Place,,,,,,,,,,italian,,,,,,,,,,,,,,,,,,Bermondsey Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3052301,43.7147073,4328475934,restaurant,1549,Zorba's,,,,,,,,,,greek,,,,,,M4B 2V7,,,,,,+1-416-406-1212,,yes,no,,,O'Connor Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.304977,43.7150119,6459920333,restaurant,1559,The BarBQ Factory,,,,,,,,,http://www.thebarbqfactory.com/,barbecue,,,,,,M4B 2V7,,,Mo-Sa 11:00-18:00,,,+1-647-352-1979,,,,,,O'Connor Drive,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,
-79.3009821,43.7194921,6647318529,restaurant,1410,The Veggie Thali,,,,,,,,,,indian,,,,,,,,,,,,,,,,,,Victoria Park Avenue,,,,,,,,,,yes,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3023239,43.722417,4265527302,restaurant,1468,Yummy Gardens,,,,,,,,,http://www.yummygarden.ca,thai,,,,Toronto,,M4A 2M2,,,,,,+1-416-757-2200,,,,,,Victoria Park Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.289169,43.7222127,4406953518,restaurant,,Hamish's Kitchen,,,,,,,,,,fish_and_chips,,,,,,M1L 4V9,,,,,,,,yes,,,,,,,,,,,,,,,,E02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2891683,43.7224996,5335884074,restaurant,55,Affy's Premium Grill,,,,,,,,,,steak_house,,,,,,M1L 0H2,,,,,,+1-647-341-4443,,yes,,,,Lebovic Avenue,,,,,,,,,,,,C101-C103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2882753,43.7234581,7209078912,restaurant,41,Minerva Tiffins,,,,,,,,,,indian,,,,,,M1L 4W1,,,"Mo-Su 10:00-22:00; PH unknown",,,"+1-416-551-3110;+1-647-709-0926",,yes,,,,Lebovic Avenue,,,,,,,,yes,,,,A125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3473182,43.7359494,495524622,restaurant,895,Congee Queen,,,,,,,,,,,,,,North York,,,,,,,,,,,,,,Lawrence Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3437159,43.7345493,387792403,restaurant,1090,Jack Astor's,Jack Astor's,,,,,,,,,american,,,,,,,,,"Su-We 11:00-01:00; Th-Sa 11:00-02:00",,,,,,,,,Don Mills Road,Q6111066,en:Jack Astor's Bar and Grill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.343917,43.7362962,495296105,restaurant,1090,Paramount Fine Foods,,,,,,,,,,Middle Eastern cuisine.,,,,North York,,M3C 3R6,,,,,yes,+1-647-352-9333,,,,,,Don Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3447964,43.736665,3620192318,restaurant,49,Fabbrica,,,,,,,,,,italian,,,,Toronto,,M3C 0E5,,,"Su-Th 11:30-22:00; Fr,Sa 11:30-23:00",,,+1-416-391-0307,,,,,,Karl Fraser Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3461435,43.7454703,1612095342,restaurant,1300,Matsuda teppanyaki sushi,,,,,,,,,,japanese,,,,North York,,,,,,,,,,,,,,Don Mills Road,,,,,,,,,,,,#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3249991,43.7452447,6584640033,restaurant,55,High Street Fish & Chips,,,,,,,,,https://www.highstreetfishandchips.ca/,fish_and_chips,,,,North York,,M3A 2J8,,,Tu-Sa 11:30-20:00,,,+1 416 510-8905,,,,,,Underhill Drive,,,,ON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.359411,43.7526407,417729419,restaurant,799,Big Smoke Burger,,,,,,,,,,,,,,North York,,,,,,,,,,,,,,York Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3516423,43.7541351,2434625278,restaurant,861,Freshii,Freshii,,,,,,,,,salad,,,,North York,,,,,,,,,,,,,,York Mills Road,Q5503051,en:Freshii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3515564,43.7542107,392097947,restaurant,861,Mr. Greek,,,,,,,,,,,,,,North York,,,,,,,,,,,,,,York Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3514333,43.7543348,392097952,restaurant,861,Pizza Hut,Pizza Hut,Yum! Brands,,,,,,,,pizza,,,,North York,,,,,,,,+1-416-385-7805,,,,,,York Mills Road,Q191615,en:Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3496153,43.7548013,3610467144,restaurant,865,Spoon & Fork Plus,,,,,,,,,http://yorkmills.mexicanamigos.com/,asian,,,,North York,,M3B 1Y6,,,,,,+1-647-349-4900,,yes,no,,,York Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3494218,43.7548414,2434625279,restaurant,865,Captain's Boil,,,,,,,,,,seafood,,,,North York,,,,,,,,,,,,,,York Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3495217,43.75636,2956812733,restaurant,900,Gilaneh,,,,,,,,,http://www.gilaneh.ca,international,,,200,North York,,M3B 3H2,,,,,,+1-416-390-9999,,,no,,,York Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3483402,43.7551357,1619027849,restaurant,879,Darband,,,,,,,,,http://darbandrestaurant.net/,Persian,,,,North York,,M3B 1Y5,,,,,,+1-416-445-1777,,,,,,York Mills Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3608736,43.7588226,302180548,restaurant,1977,The Keg,The Keg,,,,,,,,https://www.kegsteakhouse.com/locations/leslie-street-keg/,steak_house,,,,Toronto,,M3B 2M3,,,,,,+1-416-446-1045,,,,,,Leslie Street,Q7744066,en:The Keg,,,,,,yes,,,,,,,,,,,,The Keg Steakhouse + Bar - Leslie Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3080538,43.73606,7403655249,restaurant,1746,Osmow's,,,,,,,,,,,,,,North York,,M1R 1R4,,,,,,,,,,,,Victoria Park Avenue,,,,ON,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3034238,43.7431098,1837147976,restaurant,1823,Shawarma Empire,,,,,,,,,,middle_eastern,,,,,,,,,,,,,,,,,,Lawrence Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2886148,43.7290284,2926797002,restaurant,890,Boston Pizza,Boston Pizza,,,,,,,,,pizza,,,,Scarborough,,,,,,,,,,,,,,Warden Avenue,Q894578,en:Boston Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2878315,43.7273422,2676803455,restaurant,1921,Pho Saigon,,,,,,,,,,vietnamese,,,,Scarborough,,,,,,,,+1-416-759-5999,,,,,,Eglinton Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.288276,43.7311223,4273465225,restaurant,925,Charminar,,,,,,,,,http://charminarindiancuisine.com/,"indian;biryani;dosa",,,,,,M1L 4C5,,,,,,+1-416-285-7774,,yes,,,,Warden Avenue,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,
-79.2798873,43.7336364,5431912739,restaurant,1050,Little Imbiss Hot Food Counter,,,,,,,,,,"german;meat;polish;hungarian",,,,,,M1K 1S4,,,,,,,,yes,,,,Birchmount Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2854121,43.7471308,2178367370,restaurant,2101,Diana's Seafood Delight,,,,,,,,,http://www.dianasseafood.com,,,,,Scarborough,,M1R 2Z4,,,,,,,,,,,,Lawrence Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.3025045,43.7603865,5020705577,restaurant,209,Mamajoun,,,,,,,,,https://mamajoun.com/,"armenian;pizza",,,,,,,,,,,,,,,,,,Ellesmere Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2805594,43.7665183,3283265152,restaurant,1885,Pho Nam Dinh,,,,,,,,,,vietnamese,,,,,,,,,,,,+1-416-412-0296,,,no,,,Kennedy Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phở Nam Định,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2719464,43.7137573,373164084,restaurant,3439,Westbank Restaurant & Bar,,,,,,,,,,,,,,Scarborough,,,,,,,,,,,,,,St Clair Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2654847,43.7278025,970955644,restaurant,707,Tagpuan,,,,,,,,,,filipino,,,,,,,,,,,,,,only,,,,Kennedy Road,,,,,,,,,,,,101A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2490163,43.7367437,4069812728,restaurant,2690,Eggsmart,,,,,,,,,,,,,,Scarborough,,M1K 2S3,,,,,,,,,,,,Eglinton Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2445637,43.7369886,1815435225,restaurant,2803,Nakamori Japanese Restaurant,,,,,,,,,,japanese,,,,Scarborough,,M1J 2E1,,,,,,,,,,,,Eglinton Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2380196,43.7393143,6762402714,restaurant,2900,Pizza Hut,Pizza Hut,,,,,,,,,pizza,,,,Scarborough,,M1J 2E4,,,,,,,,,,,,Eglinton Avenue East,Q191615,en:Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2378568,43.7393425,6762402715,restaurant,2900,Wok and Fortune,,,,,,,,,,,,,,Scarborough,,M1J 2E4,,,,,,,,,,,,Eglinton Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.276567,43.7527403,4506575849,restaurant,1158,Kathy's Grill,,,,,,,,,,"diner;greek;hamburger",,,,,,M1P 2L1,,no,,,,+1-647-341-5555,,yes,,,,Kennedy Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2772427,43.7548534,1038807940,restaurant,1210,Kairali,,,,,,,,,,indian,,,,Scarborough,,M1P 2L1,,,,,,,,,,,,Kennedy Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2649288,43.7526926,3473859459,restaurant,2650,Lucky Indian Style Chinese Food,,,,,,,,,,"indian; chinese",,,,Scarborough,,,,,,,,,,,,,,Lawrence Avenue East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2347236,43.7572163,384785117,restaurant,3351,Pizza Hut,Pizza Hut,Yum! Brands,,,,,,,,pizza,,,,Scarborough,,,,,,,,+1-416-439-5550,,,,,,Lawrence Avenue East,Q191615,en:Pizza Hut,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.2176324,43.738939,542024081,restaurant,3490,Join Sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingston Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4477246,43.7912957,3455085775,restaurant,1027,Kiva's,,,,,,,,,http://www.kivasbagels.ca/,dessert/bagel,,,,North York,,,,,,,,+1-416-663-9933,,yes,,,,Steeles Avenue West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,,,,,,,10 star rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.412938,43.7703242,5594977293,restaurant,5193,Tea Shop 168,,,,,,,,,http://www.teashop168.ca,"taiwanese;bubble_tea",,,,Toronto,,M2N 5P7,,,,,,+1-416-224-9168,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4130989,43.7711954,1208812337,restaurant,5221,Symposium Cafe Restaurant & Lounge,,,,,,,,,https://symposiumcafe.com/locations/north-york-restaurants,"regional;burger;coffee_shop;sandwich;chicken;american;international;seafood",yes,yes,140,Toronto,yes,M2N 5P8,"BREAKFAST, BRUNCH, BURGERS, DESSERTS & MORE",yes,"Su-Th 08:00-24:00, Fr-Sa 08:00-01:00",yes,yes,+1-647-350-5221,yes,yes,no,yes,symposium.northyork@symposiumcafe.com,Yonge Street,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4131813,43.7714378,5593236119,restaurant,5229,Ajisen Ramen,,,,,,,,,http://www.ajisen.ca/,"japanese;ramen",,,,Toronto,,M2N 5P8,,,,,,+1-416-223-0618,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4141212,43.7726551,6159420137,restaurant,5298,Chi Patisserie,,,,,,,,,,"chinese;dessert",,,,Toronto,,M2N 5P9,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,喫铺甜品,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.414155,43.7727253,6159420138,restaurant,5304,Mezza Notte Trattoria,,,,,,,,,,italian,,,,Toronto,,M2N 5R2,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4134541,43.7726458,6621660671,restaurant,5287,43° N BBQ Bar,,,,,,,,,,"chinese;barbecue",,,,,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4142877,43.7736318,6152817679,restaurant,5336,Royaltea,,,,,,,,,,bubble_tea,,,,Toronto,,M2N 5P9,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4147639,43.7756962,6177369818,restaurant,5418,Crystal Palace,,,,,,,,,,chinese,,,,Toronto,,,,,,,,,,,,,,Yonge Street,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-79.4152,43.7774096,2620450869,restaurant,5460,Kayagum,,,,,,,,,,Korean/Japanese_Cuisine,,,,North York,,M2N 6K7,,no,24/7,,,,,yes,,,,Yonge Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
